planet_name,star_name,discovery_method,discovery_year,orbital_period_days,planet_radius_earth,planet_mass_earth,equilibrium_temp_k,distance_lightyears,num_stars,num_planets
Kepler-1321 b,Kepler-1321,Transit,2016.0,11.12830484,4.92,21.5,408.0,769.146,1,3
Kepler-1321 c,Kepler-1321,Transit,2016.0,2.226491086,2.4,6.35,697.0,769.146,1,3
Kepler-1321 d,Kepler-1321,Transit,2021.0,5.720920086,2.62843782,7.41,509.0,769.146,1,3
Kepler-1322 b,Kepler-1322,Transit,2016.0,0.962867382,1.61,3.22,1666.0,1350.32,1,2
Kepler-1322 c,Kepler-1322,Transit,2021.0,6.459980011,2.15492527,5.29,883.0,1350.32,1,2
Kepler-1323 b,Kepler-1323,Transit,2016.0,0.929906678,1.52,2.92,2291.0,465.417,1,1
Kepler-1324 b,Kepler-1324,Transit,2016.0,4.115844679,1.51,2.89,895.0,481.667,1,1
Kepler-1325 b,Kepler-1325,Transit,2016.0,33.8786838,2.86,8.55,564.0,973.368,1,1
Kepler-1326 b,Kepler-1326,Transit,2016.0,42.3514267,4.18,16.3,938.0,698.326,1,1
Kepler-1327 b,Kepler-1327,Transit,2016.0,14.88801098,1.8,3.89,831.0,678.069,1,1
Kepler-1328 b,Kepler-1328,Transit,2016.0,4.52158888,0.98,0.904,1214.0,813.543,1,1
Kepler-1329 b,Kepler-1329,Transit,2016.0,9.33646594,2.17,5.35,577.0,588.037,1,1
Kepler-133 b,Kepler-133,Transit,2014.0,8.129976,1.76,3.75,1041.0,653.6,1,2
Kepler-133 c,Kepler-133,Transit,2014.0,31.517586,2.84,8.45,663.0,653.6,1,2
Kepler-1330 b,Kepler-1330,Transit,2016.0,10.10769068,1.65,3.36,879.0,1720.48,1,1
Kepler-1331 b,Kepler-1331,Transit,2016.0,0.789161653,1.05,1.16,1244.0,319.197,1,1
Kepler-1332 b,Kepler-1332,Transit,2016.0,11.87456832,1.37,2.45,728.0,528.685,1,1
Kepler-1333 b,Kepler-1333,Transit,2016.0,109.6471842,2.81,8.3,428.0,932.446,1,1
Kepler-1334 b,Kepler-1334,Transit,2016.0,15.64591713,2.29,5.86,710.0,1223.04,1,1
Kepler-1335 b,Kepler-1335,Transit,2016.0,6.26406846,1.45,2.7,809.0,621.853,1,1
Kepler-1336 b,Kepler-1336,Transit,2016.0,23.198681,1.98,4.58,793.0,1126.64,1,2
Kepler-1336 c,Kepler-1336,Transit,2016.0,5.77721211,1.71,3.57,1260.0,1126.64,1,2
Kepler-1337 b,Kepler-1337,Transit,2016.0,24.4002549,2.41,6.39,437.0,601.629,1,1
Kepler-1338 b,Kepler-1338,Transit,2016.0,0.935118057,0.92,0.721,2124.0,753.26,1,1
Kepler-1339 b,Kepler-1339,Transit,2016.0,1.341555127,0.71,0.285,1642.0,371.049,1,1
Kepler-134 b,Kepler-134,Transit,2014.0,5.317429,2.0,4.66,1105.0,334.797,1,2
Kepler-134 c,Kepler-134,Transit,2014.0,10.105785,1.26,2.13,892.0,334.797,1,2
Kepler-1340 b,Kepler-1340,Transit,2016.0,0.665026916,1.55,3.02,2174.0,981.779,1,1
Kepler-1341 b,Kepler-1341,Transit,2016.0,132.9968322,2.99,9.22,241.0,476.957,2,1
Kepler-1342 b,Kepler-1342,Transit,2016.0,2.215710358,1.66,3.39,1283.0,890.724,1,1
Kepler-1343 b,Kepler-1343,Transit,2016.0,3.35183158,1.93,4.38,1294.0,1756.71,1,1
Kepler-1344 b,Kepler-1344,Transit,2016.0,4.7683049,1.84,4.04,1219.0,853.959,1,1
Kepler-1345 b,Kepler-1345,Transit,2016.0,44.6169557,2.36,6.17,693.0,1355.02,1,1
Kepler-1346 b,Kepler-1346,Transit,2016.0,3.40165668,1.58,3.12,1236.0,843.701,1,1
Kepler-1347 b,Kepler-1347,Transit,2016.0,14.00947528,1.03,1.08,617.0,321.0,1,1
Kepler-1348 b,Kepler-1348,Transit,2016.0,27.5722742,1.94,4.42,636.0,1213.82,1,1
Kepler-1349 b,Kepler-1349,Transit,2016.0,2.12823928,0.7,0.271,1668.0,276.323,1,1
Kepler-135 b,Kepler-135,Transit,2014.0,6.00253,1.81,3.93,1209.0,621.855,1,2
Kepler-135 c,Kepler-135,Transit,2014.0,11.448708,1.16,1.65,975.0,621.855,1,2
Kepler-1350 b,Kepler-1350,Transit,2016.0,4.4968604,2.52,6.9,535.0,340.691,1,2
Kepler-1350 c,Kepler-1350,Transit,2016.0,1.766789062,1.73,3.64,730.0,340.691,1,2
Kepler-1351 b,Kepler-1351,Transit,2016.0,0.916140768,0.65,0.208,1212.0,202.782,1,1
Kepler-1352 b,Kepler-1352,Transit,2016.0,1.877882748,0.89,0.64,1701.0,670.829,1,1
Kepler-1353 b,Kepler-1353,Transit,2016.0,24.7543966,1.8,3.89,491.0,593.384,1,1
Kepler-1354 b,Kepler-1354,Transit,2016.0,76.613377,2.97,9.11,466.0,1119.45,1,1
Kepler-1355 b,Kepler-1355,Transit,2016.0,1.289588112,1.46,2.73,1448.0,911.269,1,1
Kepler-1356 b,Kepler-1356,Transit,2016.0,0.634002937,1.53,2.96,1714.0,845.228,1,1
Kepler-1357 b,Kepler-1357,Transit,2016.0,3.0091324,1.28,2.18,1177.0,1015.69,1,1
Kepler-1358 b,Kepler-1358,Transit,2016.0,7.06317341,1.12,1.46,827.0,546.998,1,1
Kepler-1359 b,Kepler-1359,Transit,2016.0,59.4970952,2.83,8.4,369.0,614.859,1,1
Kepler-136 b,Kepler-136,Transit,2014.0,11.5789,2.05,19.8,951.0,420.818,2,2
Kepler-136 c,Kepler-136,Transit,2014.0,16.399235,1.99,4.62,847.0,420.818,2,2
Kepler-1360 b,Kepler-1360,Transit,2016.0,40.5286413,3.4,11.5,933.0,1516.27,1,1
Kepler-1361 b,Kepler-1361,Transit,2016.0,3.57554956,0.86,0.566,1061.0,389.143,1,1
Kepler-1362 b,Kepler-1362,Transit,2016.0,136.205626,2.6,7.27,248.0,731.298,1,1
Kepler-1363 b,Kepler-1363,Transit,2016.0,2.94194094,1.25,2.1,988.0,541.714,1,1
Kepler-1364 b,Kepler-1364,Transit,2016.0,13.32196237,2.15,5.27,1299.0,1056.9,1,1
Kepler-1365 b,Kepler-1365,Transit,2016.0,7.69993485,0.92,0.721,969.0,840.128,1,2
Kepler-1365 c,Kepler-1365,Transit,2016.0,4.77468005,0.8,0.437,1137.0,840.128,1,2
Kepler-1366 b,Kepler-1366,Transit,2016.0,2.164570968,1.43,2.63,783.0,465.826,1,1
Kepler-1367 b,Kepler-1367,Transit,2016.0,1.574090272,0.92,0.721,998.0,401.484,1,1
Kepler-1368 b,Kepler-1368,Transit,2016.0,0.675649486,1.65,3.36,2085.0,1635.82,1,1
Kepler-1369 b,Kepler-1369,Transit,2016.0,25.873148,2.69,7.7,667.0,1236.56,1,1
Kepler-137 b,Kepler-137,Transit,2014.0,8.436387,1.47,2.76,742.0,302.979,1,2
Kepler-137 c,Kepler-137,Transit,2014.0,18.735753,1.88,4.19,568.0,302.979,1,2
Kepler-1370 b,Kepler-1370,Transit,2016.0,20.2641684,1.84,4.04,770.0,1004.1,1,2
Kepler-1370 c,Kepler-1370,Transit,2016.0,7.44142113,1.27,2.15,1075.0,1004.1,1,2
Kepler-1371 b,Kepler-1371,Transit,2016.0,3.4462039,0.73,0.315,1015.0,515.334,1,2
Kepler-1371 c,Kepler-1371,Transit,2016.0,2.00541269,0.64,0.196,1216.0,515.334,1,2
Kepler-1372 b,Kepler-1372,Transit,2016.0,1.311555568,1.27,2.15,1655.0,1303.22,1,1
Kepler-1373 b,Kepler-1373,Transit,2016.0,1.29123275,1.16,1.65,1887.0,1699.46,1,1
Kepler-1374 b,Kepler-1374,Transit,2016.0,10.65276707,2.29,5.86,737.0,1078.46,1,1
Kepler-1375 b,Kepler-1375,Transit,2016.0,3.3004192,1.74,3.68,1543.0,1430.84,1,1
Kepler-1376 b,Kepler-1376,Transit,2016.0,5.30880656,1.05,1.16,1042.0,868.056,1,1
Kepler-1377 b,Kepler-1377,Transit,2016.0,0.740928422,1.25,2.1,1873.0,1146.1,1,1
Kepler-1378 b,Kepler-1378,Transit,2016.0,11.95398936,2.2,5.48,525.0,506.434,1,1
Kepler-1379 b,Kepler-1379,Transit,2016.0,0.881841146,1.3,2.24,1564.0,971.325,1,1
Kepler-138 b,Kepler-138,Transit,2014.0,10.3134,0.64,0.07,452.0,66.8624,1,4
Kepler-138 c,Kepler-138,Transit,2014.0,13.7815,1.51,2.3,410.0,66.8624,1,4
Kepler-138 d,Kepler-138,Transit,2014.0,23.0923,1.51,2.1,345.0,66.8624,1,4
Kepler-138 e,Kepler-138,Transit Timing Variations,2022.0,38.23,0.797,0.43,292.0,66.8624,1,4
Kepler-1380 b,Kepler-1380,Transit,2016.0,10.3108245,1.43,2.63,786.0,2462.94,1,1
Kepler-1381 b,Kepler-1381,Transit,2016.0,25.3842686,2.25,5.69,649.0,1197.04,1,1
Kepler-1382 b,Kepler-1382,Transit,2016.0,16.3583055,1.88,4.19,959.0,738.261,1,1
Kepler-1383 b,Kepler-1383,Transit,2016.0,13.9093583,1.41,2.57,928.0,1027.21,1,1
Kepler-1384 b,Kepler-1384,Transit,2016.0,15.36262753,1.94,4.42,608.0,618.0,1,1
Kepler-1385 b,Kepler-1385,Transit,2016.0,2.88879862,0.85,0.543,1423.0,688.795,1,1
Kepler-1386 b,Kepler-1386,Transit,2016.0,6.73972381,1.24,2.07,1011.0,835.882,1,1
Kepler-1387 b,Kepler-1387,Transit,2016.0,2.279526656,0.93,0.749,1123.0,455.358,1,1
Kepler-1388 b,Kepler-1388,Transit,2016.0,12.2854603,2.59,7.22,434.0,453.795,1,4
Kepler-1388 c,Kepler-1388,Transit,2016.0,5.53608151,2.26,5.73,566.0,453.795,1,4
Kepler-1388 d,Kepler-1388,Transit,2016.0,20.9568158,2.86,8.55,363.0,453.795,1,4
Kepler-1388 e,Kepler-1388,Transit,2016.0,37.6327084,2.46,6.62,299.0,453.795,1,4
Kepler-1389 b,Kepler-1389,Transit,2016.0,99.2530951,1.77,3.78,300.0,497.093,1,1
Kepler-139 b,Kepler-139,Transit,2014.0,15.771044,2.94,7.0,752.0,391.038,1,5
Kepler-139 c,Kepler-139,Transit,2014.0,157.072878,3.38,13.0,350.0,391.038,1,5
Kepler-139 d,Kepler-139,Transit,2023.0,7.305699922,1.695,2.0,972.0,391.038,1,5
Kepler-139 e,Kepler-139,Radial Velocity,2023.0,2047.635373,13.7,378.0,154.06,391.038,1,5
Kepler-139 f,Kepler-139,Transit Timing Variations,2025.0,355.0,6.67,36.0,757.0,391.038,1,5
Kepler-1390 b,Kepler-1390,Transit,2016.0,6.48021673,1.18,1.76,934.0,723.431,1,1
Kepler-1391 b,Kepler-1391,Transit,2016.0,54.4092333,1.68,3.46,513.0,1038.35,1,1
Kepler-1392 b,Kepler-1392,Transit,2016.0,15.1410397,1.96,4.5,714.0,1117.0,1,1
Kepler-1393 b,Kepler-1393,Transit,2016.0,2.44357812,0.8,0.437,1249.0,544.456,1,1
Kepler-1394 b,Kepler-1394,Transit,2016.0,3.93766373,1.39,2.51,1947.0,640.409,1,1
Kepler-1395 b,Kepler-1395,Transit,2016.0,3.78470649,0.8,0.437,1311.0,492.894,1,1
Kepler-1396 b,Kepler-1396,Transit,2016.0,18.2206421,2.07,4.94,786.0,1066.46,1,1
Kepler-1397 b,Kepler-1397,Transit,2016.0,47.449955,1.72,3.61,551.0,1198.25,1,1
Kepler-1398 b,Kepler-1398,Transit,2016.0,2.78815679,0.9,0.666,1510.0,852.204,1,2
Kepler-1398 c,Kepler-1398,Transit,2016.0,4.13827595,1.03,1.08,1324.0,852.204,1,2
Kepler-1399 b,Kepler-1399,Transit,2016.0,1.638653058,1.25,2.1,1610.0,1385.7,1,1
Kepler-14 b,Kepler-14,Transit,2011.0,6.790123,12.733,2669.66,1605.0,798.0,2,1
Kepler-140 b,Kepler-140,Transit,2014.0,3.25427,1.61,3.22,1301.0,583.859,1,2
Kepler-140 c,Kepler-140,Transit,2014.0,91.353282,1.8,3.89,428.0,583.859,1,2
Kepler-1400 b,Kepler-1400,Transit,2016.0,9.06689421,1.62,3.26,725.0,752.237,1,1
Kepler-1401 b,Kepler-1401,Transit,2016.0,11.20066445,1.68,3.46,808.0,1425.43,1,1
Kepler-1402 b,Kepler-1402,Transit,2016.0,2.03387914,0.76,0.363,1789.0,1493.64,1,1
Kepler-1403 b,Kepler-1403,Transit,2016.0,5.19492202,2.14,5.22,1238.0,2163.9,1,1
Kepler-1404 b,Kepler-1404,Transit,2016.0,15.9314739,2.01,4.7,596.0,962.183,1,1
Kepler-1405 b,Kepler-1405,Transit,2016.0,28.2274184,3.96,14.9,565.0,1530.3,1,1
Kepler-1406 b,Kepler-1406,Transit,2016.0,11.62905828,1.1,1.37,854.0,572.403,1,1
Kepler-1407 b,Kepler-1407,Transit,2016.0,20.0711504,2.25,5.69,826.0,1396.41,1,1
Kepler-1408 b,Kepler-1408,Transit,2016.0,2.99793191,0.89,0.64,1616.0,535.048,1,1
Kepler-1409 b,Kepler-1409,Transit,2016.0,0.764864926,1.04,1.12,1733.0,694.89,1,1
Kepler-141 b,Kepler-141,Transit,2014.0,3.107675,0.69,0.257,968.0,301.183,1,2
Kepler-141 c,Kepler-141,Transit,2014.0,7.010606,1.41,2.57,738.0,301.183,1,2
Kepler-1410 b,Kepler-1410,Transit,2016.0,60.866168,1.78,3.82,290.0,367.0,1,1
Kepler-1411 b,Kepler-1411,Transit,2016.0,86.1150888,2.82,8.35,441.0,1660.48,1,1
Kepler-1412 b,Kepler-1412,Transit,2016.0,3.6146051,0.83,0.498,1397.0,755.678,1,1
Kepler-1413 b,Kepler-1413,Transit,2016.0,13.1829642,1.82,3.97,661.0,1167.49,1,1
Kepler-1414 b,Kepler-1414,Transit,2016.0,3.51576315,1.23,2.04,1033.0,570.835,1,1
Kepler-1415 b,Kepler-1415,Transit,2016.0,0.63642408,1.29,2.21,1846.0,1043.56,1,1
Kepler-1416 b,Kepler-1416,Transit,2016.0,1.49514952,0.88,0.615,1870.0,949.59,1,1
Kepler-1417 b,Kepler-1417,Transit,2016.0,20.3505213,1.0,0.972,695.0,991.845,1,1
Kepler-1418 b,Kepler-1418,Transit,2016.0,22.4764425,1.66,3.39,419.0,499.0,1,1
Kepler-1419 b,Kepler-1419,Transit,2016.0,42.5215895,2.86,8.55,510.0,1498.58,1,1
Kepler-142 b,Kepler-142,Transit,2014.0,2.024152,1.99,4.62,1597.0,548.686,1,3
Kepler-142 c,Kepler-142,Transit,2014.0,4.761702,2.86,8.55,1201.0,548.686,1,3
Kepler-142 d,Kepler-142,Transit,2014.0,41.809118,2.16,5.31,582.0,548.686,1,3
Kepler-1420 b,Kepler-1420,Transit,2016.0,6.69960006,1.28,2.18,806.0,1054.37,1,1
Kepler-1421 b,Kepler-1421,Transit,2016.0,6.9131112,0.93,0.749,1209.0,783.401,1,1
Kepler-1422 b,Kepler-1422,Transit,2016.0,18.6051942,2.02,4.74,833.0,2465.84,1,1
Kepler-1423 b,Kepler-1423,Transit,2016.0,23.955378,1.06,1.2,741.0,449.0,1,1
Kepler-1424 b,Kepler-1424,Transit,2016.0,29.6091744,1.16,1.65,629.0,661.421,1,1
Kepler-1425 b,Kepler-1425,Transit,2016.0,14.4541302,0.94,0.779,676.0,863.873,1,1
Kepler-1426 b,Kepler-1426,Transit,2016.0,14.2563227,1.56,3.05,797.0,1697.81,1,1
Kepler-1427 b,Kepler-1427,Transit,2016.0,0.968972376,1.1,1.37,1844.0,1220.0,1,1
Kepler-1428 b,Kepler-1428,Transit,2016.0,10.67607169,1.64,3.33,1049.0,1530.32,1,1
Kepler-1429 b,Kepler-1429,Transit,2016.0,4.48487493,1.29,2.21,1199.0,1214.09,1,1
Kepler-143 b,Kepler-143,Transit,2014.0,16.007583,2.41,6.39,838.0,809.467,1,2
Kepler-143 c,Kepler-143,Transit,2014.0,27.082511,3.37,11.3,703.0,809.467,1,2
Kepler-1430 b,Kepler-1430,Transit,2016.0,2.46050993,1.18,1.76,969.0,875.523,1,1
Kepler-1431 b,Kepler-1431,Transit,2016.0,5.86601526,1.47,2.76,1064.0,1623.24,1,1
Kepler-1432 b,Kepler-1432,Transit,2016.0,23.9109011,2.22,5.56,709.0,2171.87,1,1
Kepler-1433 b,Kepler-1433,Transit,2016.0,4.13592271,1.56,3.05,1226.0,1328.0,1,1
Kepler-1434 b,Kepler-1434,Transit,2016.0,8.05333618,1.11,1.41,1320.0,775.529,1,1
Kepler-1435 b,Kepler-1435,Transit,2016.0,4.45343281,0.86,0.566,1331.0,704.211,1,1
Kepler-1436 b,Kepler-1436,Transit,2016.0,9.705716,1.31,2.27,1001.0,2530.62,1,1
Kepler-1437 b,Kepler-1437,Transit,2016.0,10.9295461,1.37,2.45,770.0,2101.69,1,1
Kepler-1438 b,Kepler-1438,Transit,2016.0,2.31942009,0.94,0.779,1490.0,1154.13,1,1
Kepler-1439 b,Kepler-1439,Transit,2016.0,8.07392849,1.46,2.73,420.0,225.393,1,1
Kepler-144 b,Kepler-144,Transit,2014.0,5.885273,1.33,2.33,1253.0,384.917,1,2
Kepler-144 c,Kepler-144,Transit,2014.0,10.104665,1.35,2.39,1046.0,384.917,1,2
Kepler-1440 b,Kepler-1440,Transit,2016.0,39.859484,1.26,2.13,597.0,1115.35,1,1
Kepler-1441 b,Kepler-1441,Transit,2016.0,39.4419839,1.31,2.27,682.0,1110.48,1,1
Kepler-1442 b,Kepler-1442,Transit,2016.0,81.4162941,3.93,14.7,522.0,608.68,1,1
Kepler-1443 b,Kepler-1443,Transit,2016.0,2.41811321,0.97,0.871,1602.0,593.646,1,1
Kepler-1444 b,Kepler-1444,Transit,2016.0,33.42035034,2.18,5.39,581.0,319.675,1,1
Kepler-1445 b,Kepler-1445,Transit,2016.0,10.60052251,0.96,0.84,987.0,506.357,1,1
Kepler-1446 b,Kepler-1446,Transit,2016.0,0.689967832,0.82,0.477,1539.0,152.075,1,1
Kepler-1447 b,Kepler-1447,Transit,2016.0,56.6747285,2.9,8.75,522.0,890.296,1,1
Kepler-1448 b,Kepler-1448,Transit,2016.0,12.27065865,1.61,3.22,811.0,768.903,1,1
Kepler-1449 b,Kepler-1449,Transit,2016.0,13.2274528,1.68,3.46,867.0,2006.48,1,1
Kepler-145 b,Kepler-145,Transit,2013.0,22.951,2.65,37.1,873.0,566.85,1,2
Kepler-145 c,Kepler-145,Transit,2013.0,42.882,4.32,79.4,709.0,566.85,1,2
Kepler-1450 b,Kepler-1450,Transit,2016.0,54.5094166,1.71,3.57,308.0,505.829,1,1
Kepler-1451 b,Kepler-1451,Transit,2016.0,35.622233,3.35,11.2,523.0,1058.72,1,1
Kepler-1452 b,Kepler-1452,Transit,2016.0,42.913751,2.7,7.75,810.0,996.32,1,1
Kepler-1453 b,Kepler-1453,Transit,2016.0,47.1611696,2.67,7.61,503.0,1196.04,1,1
Kepler-1454 b,Kepler-1454,Transit,2016.0,47.0319479,1.88,4.19,492.0,780.566,1,1
Kepler-1455 b,Kepler-1455,Transit,2016.0,49.276764,2.16,5.31,298.0,357.621,1,1
Kepler-1456 b,Kepler-1456,Transit,2016.0,18.1373829,1.14,1.55,433.0,370.312,1,1
Kepler-1457 b,Kepler-1457,Transit,2016.0,51.1110243,1.99,4.62,478.0,889.885,1,1
Kepler-1458 b,Kepler-1458,Transit,2016.0,47.9872764,2.76,8.05,493.0,544.45,1,1
Kepler-1459 b,Kepler-1459,Transit,2016.0,62.8691611,1.36,2.42,349.0,455.479,1,1
Kepler-146 b,Kepler-146,Transit,2014.0,31.158799,3.71,13.3,639.0,716.797,1,2
Kepler-146 c,Kepler-146,Transit,2014.0,76.732171,3.13,9.96,473.0,716.797,1,2
Kepler-1460 b,Kepler-1460,Transit,2016.0,29.9633247,1.96,4.5,391.0,553.218,1,1
Kepler-1461 b,Kepler-1461,Transit,2016.0,29.3494775,2.03,4.78,451.0,679.106,1,1
Kepler-1462 b,Kepler-1462,Transit,2016.0,65.6488341,3.82,14.0,390.0,1017.82,1,1
Kepler-1463 b,Kepler-1463,Transit,2016.0,25.15864,1.86,4.12,619.0,1687.47,1,1
Kepler-1464 b,Kepler-1464,Transit,2016.0,31.7785901,1.66,3.39,564.0,1151.73,1,2
Kepler-1464 c,Kepler-1464,Transit,2016.0,5.32786292,1.0,0.972,1023.0,1151.73,1,2
Kepler-1465 b,Kepler-1465,Transit,2016.0,31.8277111,1.77,3.78,668.0,359.497,1,1
Kepler-1466 b,Kepler-1466,Transit,2016.0,31.1750448,1.55,3.02,585.0,631.949,1,1
Kepler-1467 b,Kepler-1467,Transit,2016.0,47.0569043,3.3,10.9,411.0,852.888,1,1
Kepler-1468 b,Kepler-1468,Transit,2016.0,8.23984869,1.73,3.64,1093.0,1899.24,1,3
Kepler-1468 c,Kepler-1468,Transit,2016.0,3.54553021,1.15,1.6,1448.0,1899.24,1,3
Kepler-1468 d,Kepler-1468,Transit,2021.0,19.59059906,3.33187146,11.1,819.0,1899.24,1,3
Kepler-1469 b,Kepler-1469,Transit,2016.0,21.8635301,2.8,8.25,551.0,1159.3,1,1
Kepler-147 b,Kepler-147,Transit,2014.0,12.610584,1.53,2.96,953.0,1042.02,1,2
Kepler-147 c,Kepler-147,Transit,2014.0,33.416423,2.43,6.48,689.0,1042.02,1,2
Kepler-1470 b,Kepler-1470,Transit,2016.0,16.2950903,1.07,1.24,574.0,590.601,1,1
Kepler-1471 b,Kepler-1471,Transit,2016.0,3.63899398,1.41,2.57,1238.0,978.678,1,2
Kepler-1471 c,Kepler-1471,Transit,2023.0,11.6044881,1.88,4.19,841.0,978.678,1,2
Kepler-1472 b,Kepler-1472,Transit,2016.0,38.1312831,1.9,4.27,613.0,1479.14,1,1
Kepler-1473 b,Kepler-1473,Transit,2016.0,14.4273551,1.19,1.81,783.0,652.253,1,1
Kepler-1474 b,Kepler-1474,Transit,2016.0,36.4333452,2.16,5.31,561.0,1180.9,1,1
Kepler-1475 b,Kepler-1475,Transit,2016.0,82.177374,2.92,8.85,441.0,1568.38,1,1
Kepler-1476 b,Kepler-1476,Transit,2016.0,10.35863224,1.67,3.43,860.0,1002.74,1,1
Kepler-1477 b,Kepler-1477,Transit,2016.0,11.55530021,1.18,1.76,674.0,680.828,1,1
Kepler-1478 b,Kepler-1478,Transit,2016.0,26.0840594,1.73,3.64,598.0,1845.58,1,1
Kepler-1479 b,Kepler-1479,Transit,2016.0,14.53261362,1.83,4.01,746.0,728.668,1,1
Kepler-148 b,Kepler-148,Transit,2014.0,1.729366,1.8,3.89,1284.0,791.163,1,3
Kepler-148 c,Kepler-148,Transit,2014.0,4.180043,3.6,12.6,957.0,791.163,1,3
Kepler-148 d,Kepler-148,Transit,2016.0,51.84688575,8.68,56.3,413.0,791.163,1,3
Kepler-1480 b,Kepler-1480,Transit,2016.0,22.12679948,1.67,3.43,721.0,500.892,2,1
Kepler-1481 b,Kepler-1481,Transit,2016.0,5.94220998,1.23,2.04,797.0,459.076,1,1
Kepler-1482 b,Kepler-1482,Transit,2016.0,12.25383217,1.01,1.01,678.0,567.556,1,1
Kepler-1483 b,Kepler-1483,Transit,2016.0,9.5085156,1.52,2.92,1131.0,1273.78,1,1
Kepler-1484 b,Kepler-1484,Transit,2016.0,30.4549136,2.11,5.1,624.0,2879.83,1,1
Kepler-1485 b,Kepler-1485,Transit,2016.0,19.9157725,1.47,2.76,728.0,615.66,1,1
Kepler-1486 b,Kepler-1486,Transit,2016.0,54.6495759,2.32,5.99,538.0,1769.14,1,1
Kepler-1487 b,Kepler-1487,Transit,2016.0,7.31946363,2.13,5.18,1682.0,1014.62,1,2
Kepler-1487 c,Kepler-1487,Transit,2023.0,35.8007112,7.97,48.7,991.0,1014.62,1,2
Kepler-1488 b,Kepler-1488,Transit,2016.0,39.8189932,1.86,4.12,650.0,905.825,1,2
Kepler-1488 c,Kepler-1488,Transit,2021.0,6.158269882,1.65156749,3.37,1212.0,905.825,1,2
Kepler-1489 b,Kepler-1489,Transit,2016.0,82.294751,1.77,3.78,400.0,1283.05,1,2
Kepler-1489 c,Kepler-1489,Transit,2024.0,0.680741,0.51,0.087,757.0,1283.05,1,2
Kepler-149 b,Kepler-149,Transit,2014.0,29.198943,4.21,16.5,540.0,571.034,1,3
Kepler-149 c,Kepler-149,Transit,2014.0,55.328328,1.61,3.22,436.0,571.034,1,3
Kepler-149 d,Kepler-149,Transit,2014.0,160.018032,3.96,14.9,306.0,571.034,1,3
Kepler-1490 b,Kepler-1490,Transit,2016.0,92.4362973,3.04,9.48,348.0,862.92,1,1
Kepler-1491 b,Kepler-1491,Transit,2016.0,16.5861762,1.51,2.89,821.0,2065.59,1,2
Kepler-1491 c,Kepler-1491,Transit,2023.0,61.569765,2.44,6.53,530.0,2065.59,1,2
Kepler-1492 b,Kepler-1492,Transit,2016.0,16.75255007,1.49,2.83,801.0,331.553,1,1
Kepler-1493 b,Kepler-1493,Transit,2016.0,15.0217983,1.41,2.57,874.0,555.051,1,1
Kepler-1494 b,Kepler-1494,Transit,2016.0,91.080482,3.07,9.64,415.0,1285.48,1,1
Kepler-1495 b,Kepler-1495,Transit,2016.0,85.273256,2.94,8.96,443.0,1355.54,1,1
Kepler-1496 b,Kepler-1496,Transit,2016.0,64.6588017,2.22,5.56,535.0,1307.66,1,1
Kepler-1497 b,Kepler-1497,Transit,2016.0,8.74199772,1.66,3.39,924.0,1122.0,1,1
Kepler-1498 b,Kepler-1498,Transit,2016.0,48.051405,1.33,2.33,564.0,740.0,1,1
Kepler-1499 b,Kepler-1499,Transit,2016.0,44.2008,1.19,1.81,409.0,309.869,1,1
Kepler-15 b,Kepler-15,Transit,2011.0,4.942782,10.76,209.76,1251.0,739.412,1,1
Kepler-150 b,Kepler-150,Transit,2014.0,3.428054,1.25,2.1,1131.0,891.092,1,5
Kepler-150 c,Kepler-150,Transit,2014.0,7.381998,3.69,13.2,876.0,891.092,1,5
Kepler-150 d,Kepler-150,Transit,2014.0,12.56093,2.79,8.2,734.0,891.092,1,5
Kepler-150 e,Kepler-150,Transit,2014.0,30.826557,3.12,9.91,544.0,891.092,1,5
Kepler-150 f,Kepler-150,Transit,2017.0,637.2093,3.64,12.9,227.77,891.092,1,5
Kepler-1500 b,Kepler-1500,Transit,2016.0,15.0330105,1.2,1.87,928.0,1217.82,1,1
Kepler-1501 b,Kepler-1501,Transit,2016.0,14.5564533,1.56,3.05,787.0,749.06,1,1
Kepler-1502 b,Kepler-1502,Transit,2016.0,41.7083629,3.18,10.2,608.0,1514.02,1,1
Kepler-1503 b,Kepler-1503,Transit,2016.0,96.16987,2.27,5.77,321.0,1225.57,1,1
Kepler-1504 b,Kepler-1504,Transit,2016.0,82.304003,2.13,5.18,485.0,2435.94,1,1
Kepler-1505 b,Kepler-1505,Transit,2016.0,30.8609366,0.93,0.749,525.0,495.148,1,1
Kepler-1506 b,Kepler-1506,Transit,2016.0,14.0329154,1.32,2.3,783.0,2366.02,1,1
Kepler-1507 b,Kepler-1507,Transit,2016.0,16.0506213,0.84,0.52,630.0,320.478,1,1
Kepler-1508 b,Kepler-1508,Transit,2016.0,20.7056504,1.33,2.33,967.0,1260.28,1,1
Kepler-1509 b,Kepler-1509,Transit,2016.0,25.4338197,1.85,4.08,667.0,2002.96,1,1
Kepler-151 b,Kepler-151,Transit,2014.0,15.228958,3.06,9.59,639.0,649.919,1,2
Kepler-151 c,Kepler-151,Transit,2014.0,24.674612,2.09,5.02,544.0,649.919,1,2
Kepler-1510 b,Kepler-1510,Transit,2016.0,84.703921,3.36,11.2,537.0,1696.25,1,1
Kepler-1511 b,Kepler-1511,Transit,2016.0,23.2382792,1.68,3.46,903.0,1475.6,1,1
